  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 18/03/2024 13:48 ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000000043304 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 25,000 ;  ; 13,75 ; 24,75 ; 6,875 ; 0,2314815 ; 39,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000000043304 ; 3560071236816 ; X80 LINGETTES MULT ; X80 LINGETTES MULTI USAGE ; SIMPL ; OPTIMAL CARE ; 0,55 ; 0,99 ; 0,83 ; 0,2 ; 25,000 ; UVC ; 13,75 ; 24,75 ; 6,875 ; 0,2314815 ; 39,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000003707896 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 6,12 ; 13,94 ; 5,496666 ; 0,3285908 ; 19,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000003707896 ; 3560071408145 ; X40 LINGET DESINFE ; X40 LINGET DESINFECT CRF ; CRF EXPERT ; OPTIMAL CARE ; 0,51 ; 1,15 ; 0,96 ; 0,2 ; 12,000 ; UVC ; 6,12 ; 13,94 ; 5,496666 ; 0,3285908 ; 19,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000001610738 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 19,32 ; 21 ; -1,82 ; -0,07222223 ; 53,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000001610738 ; 3665468600925 ; STMARC LINGETTES A ; STMARC LINGETTES ANTIBAC ; ST MARC ; RB HYGIENE HOME FR ; 1,61 ; 1,75 ; 1,46 ; 0,2 ; 12,000 ; UVC ; 19,32 ; 21 ; -1,82 ; -0,07222223 ; 53,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000004184681 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 5,2 ; 5,98 ; -0,2166667 ; -0,03019324 ; 12,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000004184681 ; 3665468601182 ; SAINT MARC PISTO A ; SAINT MARC PISTO ACIDE CI ; ST MARC ; RB HYGIENE HOME FR ; 2,6 ; 2,99 ; 2,49 ; 0,2 ; 2,000 ; UVC ; 5,2 ; 5,98 ; -0,2166667 ; -0,03019324 ; 12,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000004181785 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 1,000 ;  ; 2,59 ; 2,95 ; -0,1316667 ; -0,03719397 ; 5,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000004181785 ; 3665468601229 ; ST-MARC LINGETTES ; ST-MARC LINGETTES SOLEIL ; ST MARC ; RB HYGIENE HOME FR ; 2,59 ; 2,95 ; 2,46 ; 0,2 ; 1,000 ; UVC ; 2,59 ; 2,95 ; -0,1316667 ; -0,03719397 ; 5,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000003737346 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 4,5 ; 7,58 ; 1,816667 ; 0,1997215 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000003737346 ; 8710522904589 ; CIF GEL ANTIBACTER ; CIF GEL ANTIBACTERIEN 1L ; CIF ; UNILEVER FRANCE ; 2,25 ; 3,79 ; 3,16 ; 0,2 ; 2,000 ; UVC ; 4,5 ; 7,58 ; 1,816667 ; 0,1997215 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000001087692 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 14,94 ; 16,65 ; -1,065 ; -0,05330331 ; 22,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 007 ; LINGET MULTI-USAG,PTE SURF ; 001 ; 0000001087692 ; 8718951023970 ; 50 LINGETTES LACRX ; LACRX LINGETTES NETT. X50 ; LACROIX ; COLGATE PALMOLIVE ; 1,66 ; 1,85 ; 1,54 ; 0,2 ; 9,000 ; UVC ; 14,94 ; 16,65 ; -1,065 ; -0,05330331 ; 22,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ;  ; 6 ; 7 ;  ;  ;  ;  ;  ;  ;  ;  ; 55,000 ;  ; 97,64 ; 193,52 ; 63,62667 ; 0,2157555 ; 137,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001043955 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 6,46 ; 7,38 ; -0,31 ; -0,03500452 ; 24,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001043955 ; 3346025720507 ; 15 SERPILL CAROLIN ; CAROLIN SERPILL.SDM.X15 ; CAROLIN ; BOLTON SOLITAIRE ; 3,23 ; 3,69 ; 3,08 ; 0,2 ; 2,000 ; UVC ; 6,46 ; 7,38 ; -0,31 ; -0,03500452 ; 24,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001569524 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 13,14 ; 40,88 ; 20,92667 ; 0,4265873 ; 20,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001569524 ; 3560071236878 ; 20 LINGETTE SOL AG ; 20 LINGETTE SOL AGRUMES C ; CRF ESSENT ; OPTIMAL CARE ; 0,73 ; 2,69 ; 2,24 ; 0,2 ; 18,000 ; UVC ; 13,14 ; 40,88 ; 20,92667 ; 0,4265873 ; 20,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001016311 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 25,000 ;  ; 15,75 ; 40,17 ; 17,725 ; 0,3677081 ; 29,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001016311 ; 3560071236908 ; X15 LINGE.SOL.SAVO ; X15 LINGE.SOL.SAVON.MARS ; CRF ESSENT ; OPTIMAL CARE ; 0,63 ; 1,99 ; 1,66 ; 0,2 ; 25,000 ; UVC ; 15,75 ; 40,17 ; 17,725 ; 0,3677081 ; 29,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000003204347 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 13,41 ; 18,36 ; 1,89 ; 0,08578432 ; 44,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000003204347 ; 8001090236258 ; SWIFF WETJET 1L25 ; SWIFFER WETJET LIQ 1L25 ; SWIFFER ; PROCTER & GAMBLE ; 4,47 ; 4,75 ; 3,96 ; 0,2 ; 3,000 ; UVC ; 13,41 ; 18,36 ; 1,89 ; 0,08578432 ; 44,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001002898 ; 2 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 27,8 ; 47,35 ; 11,65833 ; 0,2084248 ; 16,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001002898 ; 8006540722701 ; SWIFFER WET LEMON ; SWIFFER WET LEMON RF X10 ; SWIFFER ; PROCTER & GAMBLE ; 3,31 ; 4,7 ; 3,92 ; 0,2 ; 2,000 ; UVC ; 6,62 ; 11,5 ; 2,963333 ; 0,2147343 ; 3,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 001 ; 0000001002898 ; 8700216081658 ; SWIFF RECH WET JET ; SWIFF RECH WET JET LAVABL ; SWIFFER ; PROCTER & GAMBLE ; 7,06 ; 7,35 ; 6,13 ; 0,2 ; 3,000 ; UVC ; 21,18 ; 35,85 ; 8,695 ; 0,2021153 ; 13,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 002 ; 0000003736352 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 21,08 ; 39,38 ; 11,73667 ; 0,2483635 ; 4,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1103 ; NETTOYANTS MULTI-USAGE ; 008 ; LINGETTES SOLS ET BALAIS ; 002 ; 0000003736352 ; 8001090943026 ; SWIFF BALAIS SK 9 ; SWIFF BALAIS SK 9 RF + 3 ; SWIFFER ; PROCTER & GAMBLE ; 10,54 ; 19,69 ; 16,41 ; 0,2 ; 2,000 ; UVC ; 21,08 ; 39,38 ; 11,73667 ; 0,2483635 ; 4,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ;  ;  ;  ; 108 ; 112 ;  ;  ;  ;  ;  ;  ;  ;  ; 928,000 ;  ; 1586,8 ; 2113,33 ; 174,3083 ; 0,08621474 ; 2197,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ;  ; 32 ; 32 ;  ;  ;  ;  ;  ;  ;  ;  ; 275,000 ;  ; 360,4 ; 478,15 ; 38,05833 ; 0,07934523 ; 564,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001072165 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 1,000 ;  ; 1,88 ; 2,29 ; 0,02833333 ; 0,01031053 ; 17,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001072165 ; 3346027796487 ; WCN GEL INTENSE OC ; WCN GEL INTENSE OCEANE 70 ; WC NET ; BOLTON SOLITAIRE ; 1,88 ; 2,29 ; 1,91 ; 0,2 ; 1,000 ; UVC ; 1,88 ; 2,29 ; 0,02833333 ; 0,01031053 ; 17,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001121087 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 5,92 ; 10,6 ; 2,913333 ; 0,2290356 ; 15,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001121087 ; 3450601046896 ; 750ML GEL WC ROMAR ; 750ML GEL WC ROMARIN INT ; ARBRE VERT ; NOVAMEX ; 1,48 ; 2,65 ; 2,21 ; 0,2 ; 4,000 ; UVC ; 5,92 ; 10,6 ; 2,913333 ; 0,2290356 ; 15,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001073683 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 13,000 ;  ; 8,45 ; 16,77 ; 5,525 ; 0,2745478 ; 20,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001073683 ; 3560071096786 ; 750ML GEL WC EUCAL ; 750ML GEL WC EUCALYPTUS C ; CRF EXPERT ; MCBRIDE ; 0,65 ; 1,29 ; 1,08 ; 0,2 ; 13,000 ; UVC ; 8,45 ; 16,77 ; 5,525 ; 0,2745478 ; 20,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001153806 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 1,5 ; 4,1 ; 1,916667 ; 0,3895664 ; 18,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001153806 ; 3560071222116 ; 750ML GEL WC EUCAL ; 750ML GEL WC EUCALYPTUS C ; CRF ECOPLA ; MCBRIDE ; 0,75 ; 2,05 ; 1,71 ; 0,2 ; 2,000 ; UVC ; 1,5 ; 4,1 ; 1,916667 ; 0,3895664 ; 18,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001588518 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 10,45 ; 13,75 ; 1,008333 ; 0,06111111 ; 14,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001588518 ; 3665468500805 ; HARPIC GEL POWERPL ; HARPIC GEL POWERPLUS MARI ; HARPIC ; RB HYGIENE HOME FR ; 2,09 ; 2,35 ; 1,96 ; 0,2 ; 5,000 ; UVC ; 10,45 ; 13,75 ; 1,008333 ; 0,06111111 ; 14,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000004068602 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 4,56 ; 5,37 ; -0,085 ; -0,01319056 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000004068602 ; 3665468500911 ; HARPIC GEL FRAICHE ; HARPIC GEL FRAICHEUR BAMB ; HARPIC ; RB HYGIENE HOME FR ; 1,52 ; 1,79 ; 1,49 ; 0,2 ; 3,000 ; UVC ; 4,56 ; 5,37 ; -0,085 ; -0,01319056 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001016290 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 15,2 ; 17,9 ; -0,2833333 ; -0,01319056 ; 8,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001016290 ; 3665468500959 ; HARPIC GEL OCEAN ; HARPIC GEL OCEAN 750ML ; HARPIC ; RB HYGIENE HOME FR ; 1,52 ; 1,79 ; 1,49 ; 0,2 ; 10,000 ; UVC ; 15,2 ; 17,9 ; -0,2833333 ; -0,01319056 ; 8,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001002773 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 9,66 ; 12,9 ; 1,09 ; 0,07041343 ; 26,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001002773 ; 5000204278071 ; CANARD LIQU GEL MA ; CANARD LIQU GEL MARINE 75 ; CANARD ; JOHNSON FRANCAISE ; 1,61 ; 2,15 ; 1,79 ; 0,2 ; 6,000 ; UVC ; 9,66 ; 12,9 ; 1,09 ; 0,07041343 ; 26,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001002777 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 12,88 ; 17,2 ; 1,453333 ; 0,07041343 ; 16,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000001002777 ; 5000204278101 ; CANARD LIQ GEL FRE ; CANARD LIQ GEL FRESH 750M ; CANARD ; JOHNSON FRANCAISE ; 1,61 ; 2,15 ; 1,79 ; 0,2 ; 8,000 ; UVC ; 12,88 ; 17,2 ; 1,453333 ; 0,07041343 ; 16,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000002926957 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 13,37 ; 19,95 ; 3,255 ; 0,1359649 ; 12,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 002 ; 0000002926957 ; 5000204918915 ; CANARD GEL JVL MRN ; CANARD GEL JVL MRN 750ML ; CANARD ; JOHNSON FRANCAISE ; 1,91 ; 2,85 ; 2,38 ; 0,2 ; 7,000 ; UVC ; 13,37 ; 19,95 ; 3,255 ; 0,1359649 ; 12,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000001597140 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 11,4 ; 14,75 ; 0,8916667 ; 0,05037665 ; 18,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000001597140 ; 3346027788376 ; 750ML WCN NRJ GEL ; WCN NRJ GEL JAV IST 750ML ; WC NET ; BOLTON SOLITAIRE ; 2,28 ; 2,95 ; 2,46 ; 0,2 ; 5,000 ; UVC ; 11,4 ; 14,75 ; 0,8916667 ; 0,05037665 ; 18,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000001514672 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 15,75 ; 20,65 ; 1,458333 ; 0,05885122 ; 15,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000001514672 ; 3346027788383 ; 750ML WCN NRJ GEL ; WCN NRJ GEL DETART.750ML ; WC NET ; BOLTON SOLITAIRE ; 2,25 ; 2,95 ; 2,46 ; 0,2 ; 7,000 ; UVC ; 15,75 ; 20,65 ; 1,458333 ; 0,05885122 ; 15,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000003574388 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 1,000 ;  ; 2,25 ; 3,09 ; 0,325 ; 0,08764832 ; 16,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000003574388 ; 3346027794711 ; WCN NAT POWER GEL ; WCN NAT POWER GEL DET 700 ; WC NET ; BOLTON SOLITAIRE ; 2,25 ; 3,09 ; 2,58 ; 0,2 ; 1,000 ; UVC ; 2,25 ; 3,09 ; 0,325 ; 0,08764832 ; 16,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000003816519 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 9,51 ; 17,55 ; 5,115 ; 0,2428775 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000003816519 ; 3383482304628 ; POUDRE WC SUPER DE ; BRIOCHIN 500G POUDRE WC D ; BRIOCHIN ; HARRIS ; 3,17 ; 5,85 ; 4,88 ; 0,2 ; 3,000 ; UVC ; 9,51 ; 17,55 ; 5,115 ; 0,2428775 ; 7,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000000070407 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 4,88 ; 9,52 ; 3,053333 ; 0,2672736 ; 14,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000000070407 ; 3560071085001 ; 750ML GEL WC ULTRA ; 750ML GEL WC ULTRA DETAR. ; CRF EXPERT ; MCBRIDE ; 0,61 ; 1,19 ; 0,99 ; 0,2 ; 8,000 ; UVC ; 4,88 ; 9,52 ; 3,053333 ; 0,2672736 ; 14,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000000055442 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 12,06 ; 14,7 ; 0,19 ; 0,01077097 ; 17,000 ;  ;  
 01 ; PGC ; 11 ; DROGUERIE ; 110 ; SOINS ET CONFORT DE LA MAISON ; 1104 ; ENTRETIEN SANITAIRE ; 000 ; GEL ET MOUSSES WC ; 003 ; 0000000055442 ; 5000204329254 ; 750 ML CNRD GEL AC ; 750 ML CNRD GEL ACT 100% ; . ; JOHNSON FRANCAISE ; 2,01 ; 2,45 ; 2,04 ; 0,2 ; 6,000 ; UVC ; 12,06 ; 14,7 ; 0,19 ; 0,01077097 ; 17,000 ;  ;  
